userName,userLocation,userDescription,isUserVerified,date,text,source
Simplemente Barbón,Guatemala,"Mis opiniones son sólo eso, opiniones, pero igual tengo derecho a expresarlas, si no te gusta, pues (ciao) Me suspendieron mi cuenta @Barbon2Gordito",False,2022-09-09 16:01:17+00:00,"@JacarandaMiaMia @FUNDESA @BancoIndustrial @marianogalvez @intecapoficial @Tigo_GT Que desaparezca fundesa. Si, así con minúsculas.",Twitter for Android
RJr Hernandez,,,False,2022-09-09 15:59:39+00:00,@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo @FCBarcelona_es,Twitter for iPhone
Leo Reyes,Guatemala,"Padre orgulloso. A mucha honra Chapín, Música  la mejor compañía",False,2022-09-09 15:57:24+00:00,@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo Real Madrid,Twitter for Android
Knch3!!,"Coatepeque, Quetzaltenango","Definición de estupidez: conocer la verdad, escuchar la verdad, ver la verdad, y aún así creer en la mentira",False,2022-09-09 15:56:28+00:00,"@Tigo_GT Vix+ y La Liga están en Tigo.
¡Real Madrid! ⚪
 #FutbolConTigo",Twitter for Android
Carlos,Guatemala,,False,2022-09-09 15:56:10+00:00,"@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo 

@FCBarcelona",Twitter Web App
David Lara,Guatemala,Soy fanático del ejercicio; no puedo vivir sin estar haciendo algo HBY: 28.01,False,2022-09-09 15:55:09+00:00,@Tigo_GT Vix + y La Liga están en Tigo #FutbolConTigo podré ver al único equipo español con sextete  F.C. Barcelona @FCBarcelona_es 😍🤩,Twitter for iPhone
mayra corado,,,False,2022-09-09 15:53:46+00:00,"@Tigo_GT Podrían mejor ayudar a que arreglen el internet, no hay en Villa Nueva desde la madrugada y no hay forma que lo pongan otra vez.",Twitter Web App
YeYe👻,Ciudad de las Palmeras🌴🇬🇹,"29/05/19 🤍❤️
Hincha del más grande de Guatemala
COMUNICACIONES
👻🤍 #APorElBi",False,2022-09-09 15:53:25+00:00,"@Tigo_GT Vix+ y La Liga están en Tigo, #FutbolConTigo @realmadrid",Twitter for Android
Ronaldo Garcia,Guatemala ♥,"Founder
@kookaysofficial 🇬🇹💣",False,2022-09-09 15:53:16+00:00,@Tigo_GT Vix + y La Liga están con Tigo #FutbolConTigo @FCBarcelona_es,Twitter for Android
Marlon Gil,Midgard (La Tierra),"FC Barcelona ❤️💙 
Borussia Dortmund 🐝💛
Arsenal ♥️🤍

Nacido en él país de la eterna primavera 🇬🇹

L.C ♥️ 29/01/16",False,2022-09-09 15:52:13+00:00,@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo @FCBarcelona_es ❤️💙,Twitter for Android
Debora Abigail,Guatemala,AMANTE DEL FÚTBOL ❤️💙 A veces bailo en TikTok 😛🇬🇹,False,2022-09-09 15:51:13+00:00,@Tigo_GT Vix + y La Liga están con Tigo #FutbolConTigo  FC BARCELONA ❤️💙❤️💙,Twitter for iPhone
Dennis,,"L😟ve
🇬🇹",False,2022-09-09 15:50:37+00:00,@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo @Rojos_Municipal 🔴🔵,Twitter for Android
Luis Piché,Guatemala,"Fútbol, noticias",False,2022-09-09 15:49:49+00:00,@Tigo_GT Vix+ y la liga esta en Tigo #FutbolConTigo Real Madrid,Twitter for Android
Rodrigo Castillo,GUATEMALA,"amante del deporte más hermoso del mundo Fútbol ⚽⚽ seguidor de Comunicaciones Hexacampeon y análisis deportivo, Madridista hasta la medula.",False,2022-09-09 15:48:11+00:00,@Tigo_GT Vix+ y la Liga están en Tigo #Futbolcontigo y con ustedes puede ver al mejor equipo del Mundo Real Madrid Tigo historia que tu hiciste historia por hacer HALA MADRID y nada más.,Twitter for Android
• 𝑵𝒂𝒏𝒄𝒚 𝑪𝒂𝒓𝒐𝒍𝒊𝒏𝒂 •,,Soñando despierta 💭,False,2022-09-09 15:47:34+00:00,"@Tigo_GT este mes deberían de descontarme unos días porque no solo no me resuelven el problema, que tardanza con el servicio al cliente! https://t.co/29VT1l3Jw3",Twitter for iPhone
David,,Siempre es hoy.,False,2022-09-09 15:44:59+00:00,@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo @FCBarcelona,Twitter for iPhone
wilver cano,,,False,2022-09-09 15:42:48+00:00,@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo @FCBarcelona,Twitter for Android
Fernando J.,General Sur,"Tuits los 3 tiempos
⚪1949⚫",False,2022-09-09 15:42:44+00:00,"@Tigo_GT Vix+ y La Liga están en Tigo, #FutbolConTigo @CremasOficial y @FCBarcelona",Twitter for Android
• 𝑵𝒂𝒏𝒄𝒚 𝑪𝒂𝒓𝒐𝒍𝒊𝒏𝒂 •,,Soñando despierta 💭,False,2022-09-09 15:42:18+00:00,@nngarcia_ @Tigo_GT Y hoy ya no me funcionó de nuevo 🫠 y jamás me contactaron por llamada para verificar mi proceso o algo!!!! Que horror el servicio al cliente,Twitter for iPhone
Omar Ulín,Guatemala,Me gusta el futball,False,2022-09-09 15:42:16+00:00,@Tigo_GT Vix+ y laliga en Tigo #FutbolConTigo vamos @FCBarcelona,Twitter for Android
Bhannymiranda,Guatemala,"🦇 Hincha de los mejores equipos del mundo, @realmadrid @bocajuniors @mets @buffalobills @sscnapoli  Arqueológia maya, colaborador de @info_real",False,2022-09-09 15:41:41+00:00,@Tigo_GT Vix+ y la Liga están en Tigo #FutbolConTigo Real Madrid,Twitter for Android
Omar Ulín,Guatemala,Me gusta el futball,False,2022-09-09 15:41:24+00:00,@Tigo_GT Vix+ y Laliga están en Tigo #futbolenTigo vamos @FCBarcelona,Twitter for Android
SoyGTM,"Guatemala, C.A",Con firmes esperanzas de que tendremos un mejor país. Me niego a no tener esperanzas. #Política #Fútbol #Tecnología #Actualidad #Libros #AnimalLover #DogLover,False,2022-09-09 15:41:01+00:00,@Tigo_GT Vix+ y La Liga están con #Tigo #FutbolConTigo y ahora sí podré ver ganar al #Barcelona La Liga!!,Twitter Web App
Santiago Sáenz,"Guatemala, Guatemala","BATTLE⚡️BORN 

Emprendedor
Restaurantero-Food Lover",False,2022-09-09 15:40:06+00:00,@Tigo_GT Vic+ y La Liga están en Tigo #FútbolConTigo Real Madrid,Twitter for Android
Steven Ramos,,,False,2022-09-09 15:38:36+00:00,@andresNadf @TigoSportsGt @Tigo_GT Un pregunta en la app de Tigo Sports tambien se podra ver los partidos??,Twitter for Android
josue,,"comunicaciones FC, Real Madrid,  wwe guitarra Marvel, carpintería, Apple",False,2022-09-09 15:37:52+00:00,@Tigo_GT Vix+ y La liga están en Tigo #FutbolConTigo @realmadrid,Twitter for iPhone
👹🅲🅷🅸🅽🅾🆇🆅🅸🅻🅻🅴👹,Ciudad de Guatemala,Recurro al Tuiter porque el psicólogo está muy caro 🔴FCB🔴 🔴ROJAZOS🔴,False,2022-09-09 15:37:35+00:00,@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo @FCBarcelona 🔴🔵🔴🔵🔴🔵🙌🙌🎉🎊🎉,Twitter for Android
Gabriel,Guatemala,,False,2022-09-09 15:33:50+00:00,@Tigo_GT Vix + y La Liga están en Tigo #FutbolConTigo podré ver a mi equipo favorito @FCBarcelona_es 😁,Twitter for iPhone
Victor hugo de leon,Guatemala,,False,2022-09-09 15:33:48+00:00,@Tigo_GT Que buen de mamones se ven allí! 😅,Twitter for Android
@llan,Guatemala,,False,2022-09-09 15:33:29+00:00,@Tigo_GT Vix+ y la liga están en @Tigo_GT #Futbolcontigo @realmadrid,Twitter for Android
Pablo ALC,Donde este la acción,"Entretenido por shute, no apto para ofendidos, te sigo si quieres sino también. 🤔

IG @plancontreras_",False,2022-09-09 15:33:07+00:00,"@Tigo_GT Vix+ y La Liga están en Tigo, #FutbolConTigo Guatemala 🇬🇹 con #laliga #tigogt y @FCBarcelona_es 🔵🔴🔵",Twitter for Android
Eduardo Martínez,,,False,2022-09-09 15:32:54+00:00,@Tigo_GT Vix+ y La Liga están en tigo #FutbolConTigo @realmadrid,Twitter for Android
lulu,,El viento se levanta hay que intentar vivir,False,2022-09-09 15:32:36+00:00,@Tigo_GT @_DennisArana @Team_Dennis @DennistasOfic1 Mi canción favorita es Después del café 🤪🤪💓 #SigueLaMúsica,Twitter for Android
MIRADA GT502,Guatemala,"Medio de comunicación independiente, cobertura de eventos,  #RT de noticias nacionales e internacionales
Síguenos en IG, Facebook y YouTube @miradaGT502",False,2022-09-09 15:32:25+00:00,"@Tigo_GT Vix+ y La Liga están en Tigo, #FutbolConTigo Guatemala 🇬🇹 con #laliga #tigogt y @FCBarcelona_es   🔵🔴🔵",Twitter for Android
Edgar R. Estrada,,,False,2022-09-09 15:31:41+00:00,@Tigo_GT Vix+ y la liga están en tigo sport y mi equipo favorito es el Barcelona,Twitter for Android
Steven Ramos,,,False,2022-09-09 15:30:56+00:00,@Tigo_GT Una consulta en la app de tigo Sports tambien se puede ver los partidos de la liga??,Twitter for Android
Angél Sandoval,Guatemala,😝,False,2022-09-09 15:28:51+00:00,@Tigo_GT ViX+ y La Liga están en TIGO #FutbolConTigo mi equipo favorito es el Fc Barcelona ❤️💙,Twitter for iPhone
Ragnar,Guatemala,"Se habla de todo y de nada, lo que leas es real y fantasía a la vez. No juzguen solo lean y continúen su camino",False,2022-09-09 15:28:51+00:00,@Tigo_GT Preparado con #FutbolConTigo para ver la liga española y apoyar a #RealMadrid 💪,Twitter for Android
Gg,,,False,2022-09-09 15:28:41+00:00,@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo y Real Madrid el mejor equipo del mundo.,Twitter for Android
Joaco,,FORÇA BARÇA,False,2022-09-09 15:25:16+00:00,@Tigo_GT VIVA GUATE,Twitter Web App
Actitud Latinoamérica,,"Libéremonos  de la Matrix.                                                     

En 2030 no tendrás nada y serás feliz, Claus Schwab",False,2022-09-09 15:25:01+00:00,@Tigo_GT Fraude Tigo,Twitter for Android
Misael Flores,Ciudad de Guatemala,,False,2022-09-09 15:22:19+00:00,"@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo
Mi equipo favorito es @realmadrid",Twitter for Android
Jose ,Guatemala,The moral of the story is: I choose a half measure when i should have gone all the way... Hago las cosas incorrectas de la forma correcta -Ambidiestro-,False,2022-09-09 15:22:05+00:00,"@zkrlO @Tigo_GT Tengo esa misma duda, si sabes nos cuentas",Twitter for Android
Lord Tonisland Shelby de Abad,Lithium ,You know who I am. Jesuis Le Fabián. Un 7 y el #8. Manejo un J8. Omnipinchespresente.,False,2022-09-09 15:21:26+00:00,"@Tigo_GT Vix+ y La Liga están en Tigo, #FutbolConTigo @realmadrid",Twitter for Android
Blaugrana_X,,,False,2022-09-09 15:21:24+00:00,"@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo
Barça, Barça, Baarçaa! 🔵🔴",Twitter for Android
HAED,Guatemala,"Padre, Esposo, Hijo, Hermano. Jugador casual de Fortnite.",False,2022-09-09 15:20:58+00:00,@Tigo_GT ViX+ y la Liga están con Tigo #FutbolConTigo @realmadrid,Twitter for Android
Yo merengues,,,False,2022-09-09 15:20:37+00:00,@Tigo_GT Vix+ y la Liga esta en Tigo #futbolcontigo Barcelona,Twitter for Android
Alessandro,,El fan más Basado del Real Madrid.,False,2022-09-09 15:15:56+00:00,@Tigo_GT Vix+ y la liga esta en Tigo #futbolcontigo Real Madrid,Twitter for Android
Carlos Meza,Guatemala,Cuando era niño me caían mal los escépticos porque arruinaban el misterio. ¡Ahora soy uno de ellos!,False,2022-09-09 15:15:34+00:00,"@Tigo_GT Pero Q45 más está muy caro, solo por uno o dos partidos a la semana que voy ver.",Twitter Web App
Levy Jhafreth,,,False,2022-09-09 15:14:48+00:00,@Tigo_GT Vix + y La Liga están en Tigo #FutbolConTigo podré ver al único equipo español con sextete  F.C. Barcelona @FCBarcelona_es 😍🤩,Twitter for Android
Victor De Leon,Guatemala,,False,2022-09-09 15:12:05+00:00,"@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo, REAL MADRID!",Twitter for Android
Eduardo Berganza,,"Friki, fan colectibles, exotérico",False,2022-09-09 15:11:02+00:00,"@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo disfrutaré de los partidos del ""Real Madrid”",Twitter for iPhone
will,jutiapa,,False,2022-09-09 15:10:58+00:00,@Tigo_GT Vix+ y la Liga están en Tigo #FutbolConTigo Real Madrid,Twitter for Android
García07_GT🇬🇹,Guatemala,"Ser líder-influencer es como ser una dama. Si tienes que decirlo, entonces no lo es. Margaret Thatcher",False,2022-09-09 15:09:50+00:00,@Tigo_GT ViX+ y La Liga están en @Tigo_GT #FutbolConTigo @FCBarcelona_es,Twitter for iPhone
tOto Football,,futbol,False,2022-09-09 15:07:53+00:00,@Tigo_GT ViX+ y La Liga están en Tigo #FutbolConTigo eehhh obvio el real Madrid!!!  #GrandeTigo,Twitter for Android
RONΛLD,lost in space ,Ｓａｄ　ｂｏｙｓ,False,2022-09-09 15:04:22+00:00,@Tigo_GT Vix+ y La liga están en Tigo #FutbolConTigo @FCBarcelona_es,Twitter for Android
André.,,"Regrets are for pussies, shit happens.",False,2022-09-09 15:04:04+00:00,@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo 🔥 @realmadrid,Twitter for iPhone
Juan chacon,,I’m just watching hahaha,False,2022-09-09 15:03:55+00:00,@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo @FCBarcelona,Twitter for iPhone
All,,,False,2022-09-09 15:02:27+00:00,"@Tigo_GT Pinche tigo, devuelvanme mis 150 varas",Twitter for Android
Jimmy McGill 💼,Paradise City ,#NSFW,False,2022-09-09 15:02:12+00:00,"@Tigo_GT Voy con Girona, #FutbolConTigo",Twitter for Android
Adreim90,,,False,2022-09-09 15:01:51+00:00,"@Legends_MARC22 @NetflixLAT @VIX @LaLiga @Tigo_GT Es correcto, y la app sirve para que la señora,",Twitter for Android
Ricardo Lopez,Zaragoza,"HQ Accountant - Millicom TIGO. 
Accountat Bilingual
MBA in Finance and projects ADEN
everyday is an a opportunity to learn something new",False,2022-09-09 15:00:10+00:00,@Tigo_GT ViX+ y La Liga con Tigo #FutbolConTigo Barcelona,Twitter Web App
Soymaggie🥘,,"¿Este sería un mundo mejor con los shinigamis💀?

|| YO SÍ LUCHO POR LA USAC✊🏻 ❤️‍🔥 ||",False,2022-09-09 14:59:46+00:00,@Tigo_GT Vix + y la Liga está en Tigo #FutbolConTigo Real Madrid 🐏SIIIU,Twitter for Android
Diego Mayén,Guatemala ,,False,2022-09-09 14:59:31+00:00,@Tigo_GT Vix+ y La Liga están en Tigo #FutbolconTigo @FCBarcelona_es,Twitter for iPhone
Bryan Ortiz,Guatemala,Madridista de corazón #HalaMadridYNadaMas #35 🏆 #14🏆,False,2022-09-09 14:58:25+00:00,@Tigo_GT Vix+ y la liga están en tigo #futbolConTigo #RealMadrid #HalaMadrid siempre madrid,Twitter for Android
Daniel,Guatebella,¡Hala Madrid!,False,2022-09-09 14:57:56+00:00,@Tigo_GT ViX+ y La Liga están en Tigo #FutboConTigo #HalaMadrid @realmadrid 🤍💪14🏆,Twitter for Android
Joseph,Guatemala,"Live a life you will remember 

🇬🇹 & 🇳🇮",False,2022-09-09 14:57:23+00:00,@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo #Barcelona @FCBarcelona_es 💙❤️,Twitter for Android
DiRob 👻,,"Todo lo puedo en Cristo que me fortalece... 👏
Comunicaciones F.C. 👻🤍
Real Madrid 🤍",False,2022-09-09 14:55:23+00:00,@Tigo_GT ViX+ y La Liga están en Tigo #FutbolConTigo Real Madrid 🤍🏳,Twitter for Android
Edder Higueros,Guatemala,Pediatra Dermatólogo📍sencillamente evitó hacer daño a los demás y ayudarles lo más posiblemente.,False,2022-09-09 14:54:23+00:00,@Tigo_GT Vix + y la Liga están en Tigo #FutbolConTigo #realmadrid 💪🏻,Twitter for iPhone
George,Madeira,Ingeniero Industrial // Madridista desde la cuna y hasta la tumba // anti-culerdo declarado,False,2022-09-09 14:54:22+00:00,"@Tigo_GT Vix+ y @LaLiga están en @Tigo_GT a darle a tope gracias  a TIGO por este notición, tocará ver al Rey de Europa @realmadrid",Twitter Web App
Vic,Guatemala City,"Engineer, Magister, Gamer & Christian.  Lover of arts that fulfill the entertaiment needs.",False,2022-09-09 14:50:57+00:00,"@Tigo_GT Vix+ y La Liga están en Tigo, #FutbolConTigo @realmadrid Real Madrid 🤍",Twitter for Android
Daniel Morales,,,False,2022-09-09 14:50:54+00:00,@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo @elchecf,Twitter for Android
simp-ática ❤‍🔥,tokio ,"(ella/she/her) 🏳️‍🌈
soy bien rbd porque yhlqmdlg 🤘🏻 / me gusta el fútbol / 💜💚",False,2022-09-09 14:50:49+00:00,@Tigo_GT Vix+ y La Liga están en @Tigo_GT #FútbolConTigo mi equipo el Barcelona 🔵🔴🔵🔴 SIUUUUUUU 🤩🤌🏻,Twitter for Android
futekalu,Guatemala,...,False,2022-09-09 14:49:34+00:00,@Tigo_GT Vix + y La Liga están en Tigo #FutbolConTigo HALA MADRID !!!!!!,Twitter for Android
La China (en su casa),En mi casa 🏠,"Fotógrafa y diseñadora gráfica ! Amante del fútbol,FCB,R. Nadal,gatos,nutella y muchas cosas más ! Alegona,alegre,escandalosa...disfrutando mi presente ❤️",False,2022-09-09 14:49:10+00:00,@Tigo_GT Vix+ y la Liga están con Tigo #FutbolConTigo @FCBarcelona_es 💙❤️,Twitter for iPhone
NERY LETRAN,GUATEMALA,"amante de lo animales, aficionado cremas, barcelona, boca juniors,america bravos atlanta, chicago bulls, patriots, rock and roll 🤘🏼🇬🇹",False,2022-09-09 14:48:44+00:00,"@Tigo_GT Vix+ y La Liga están en Tigo, #FutbolConTigo Guatemala 🇬🇹 con #laliga #tigogt y @FCBarcelona_es  por siempre culer VISÇA BARÇA 🔵🔴🔵",Twitter for Android
Alexander Lopez,,no todo lo que brilla es oro 😉,False,2022-09-09 14:47:09+00:00,@Tigo_GT Vix+ y la Liga están en Tigo #FutbolConTigo @FCBarcelona,Twitter for iPhone
Marlon clara,,Disfrutando de la vida,False,2022-09-09 14:45:44+00:00,"@andresNadf @TigoSportsGt @Tigo_GT Cuanto te pagan por promocionar esta estafa, mejor bajo una app y gratis",Twitter for Android
Jorge Salazar,,,False,2022-09-09 14:45:24+00:00,@Tigo_GT VIX+  y La liga están en Tigo #FutbolConTigo y veré  al Real Madrid!!!.,Twitter for Android
Julio,,,False,2022-09-09 14:43:45+00:00,@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo Visca Barcelona,Twitter for Android
rene1005,,Siempre positivo,False,2022-09-09 14:43:28+00:00,@Tigo_GT Se alegran como que fueran los únicos,Twitter for Android
Mr. Pelos,Guatemala,"No sere el mejor, pero de que le pongo huevos, le pongo huevos",False,2022-09-09 14:43:15+00:00,"@Tigo_GT Vix+ y La Liga están en Tigo, #FutbolConTigo @FCBarcelona_es",Twitter for iPhone
Felipe,Guatemala,,False,2022-09-09 14:43:10+00:00,@Tigo_GT VIX+ y la Liga están en Tigo #FutbolconTigo @FCBarcelona 🔵🔴,Twitter for iPhone
Marlon clara,,Disfrutando de la vida,False,2022-09-09 14:43:06+00:00,"@Tigo_GT Uta que oferton, cuantos usuarios a Q45 más el cobro se Q300",Twitter for Android
RonMadridista,,,False,2022-09-09 14:42:57+00:00,@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo Real Madrid,Twitter for Android
rodri.,Just end me,pls finish me,False,2022-09-09 14:42:56+00:00,@Tigo_GT Vix+ y la Liga están en Tigo #FutbolConTigo Real Madrid,Twitter for iPhone
Julián Flores,Guatemala,FC Barcelona & Comunicaciones F. C. ✌🏻,False,2022-09-09 14:39:33+00:00,@Tigo_GT Vix+ y la liga esta en Tigo #FutbolConTigo FC Barcelona,Twitter for Android
Rock Strongo,En un escritorio,"Si fuera interesante, no tendría Tuiter.",False,2022-09-09 14:37:29+00:00,@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo @FCBarcelona_es,Twitter for iPhone
Kike Martín,Guatemala,,False,2022-09-09 14:31:45+00:00,@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo @FCBarcelona_es,Twitter for iPhone
Tun Ag81,,,False,2022-09-09 14:28:23+00:00,"@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo 
Mi equipo es el Barcelona",Twitter for Android
Erick Monterroso,Guatemala,Se feliz me dijo una lombriz ....,False,2022-09-09 14:27:14+00:00,"@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo 
Mi equipo es el @Rojos_Municipal  aunque nos llueva pija en lo internacional  #Dalerojo😂",Twitter Web App
Pablo Samayoa,,Same shit since 1999,False,2022-09-09 14:26:37+00:00,@Tigo_GT Ella me llama todas las noches cuando siente frio Y yo me convierto en súper héroe y al rescate siempre voy! #SigueLaMúsica,Twitter for iPhone
Jorge Fajardo,,,False,2022-09-09 14:25:22+00:00,@Tigo_GT Saludos desde TEXACO SPORT SAN JORGE ZACAPA https://t.co/VhwTFIvl6I,Twitter for Android
Marlon Cabrera,Guatemala,Real Madrid - España,False,2022-09-09 14:24:29+00:00,"@Tigo_GT Vix+ y La Liga están en Tigo, #FutbolConTigo @realmadrid Real Madrid 🤍",Twitter for iPad
Ismael herrera,Guatemala,,False,2022-09-09 14:22:10+00:00,@Tigo_GT Vix+ y La Liga están en tigo #FutbolConTigo FC Barcelona,Twitter for Android
Wilson Gutierrez,,,False,2022-09-09 14:22:02+00:00,@Tigo_GT Vix + y La Liga están en Tigo #FutbolConTigo F.C. Barcelona,Twitter for Android
Wilson Lacán G.,Guatemala,,False,2022-09-09 14:21:26+00:00,@Tigo_GT Vix + y La Liga están en Tigo #FutbolConTigo F.C. Barcelona,Twitter for Android
Manuel Towers,Guatemala,"Nacido en Guatemala ciudad, 56 años",False,2022-09-09 14:20:40+00:00,@Tigo_GT Que buena noticia ahora podré ver al mejor equipo de la historia el Real Madrid 🇪🇸 👏,Twitter Web App
Jay López R.,"Mga, Nicawood ","Nunca jamas en la vida, bajo ninguna circunstancia real o imaginable, ni presión ejercida por fuerza natural o divina, exagero #LaGenteEstaMuyLoca 🧐",False,2022-09-09 14:20:36+00:00,@Tigo_GT Vix + y La Liga están en Tigo #FutbolConTigo F.C. Barcelona,Twitter for Android
MARIALINDA,Guatemala,La vida es bella vivela!!,False,2022-09-09 14:19:58+00:00,@Tigo_GT Facinante seria ver Vix-Liga Española en ese sillon reclinable gracias a #tigo veremos jugar al mejor equipo del mundo #FCBarcelona,Twitter for Android
Jorge Fajardo,,,False,2022-09-09 14:14:04+00:00,@Tigo_GT Real Madrid,Twitter for Android
Diego González,Guatemala,,False,2022-09-09 14:12:08+00:00,"@Tigo_GT Vix+ y La Liga están en Tigo, #FutbolConTigo Barcelona @FCBarcelona_es 🔵🔴🔵🔴",Twitter for Android
Andres Vasquez,,,False,2022-09-09 14:11:26+00:00,"@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo 
Mi equipo es el Real Madrid @realmadrid",Twitter for Android
reNe aDrs,,Tienes dos opciones: te rindes o luchas por lo que quieres...!,False,2022-09-09 14:08:57+00:00,@Tigo_GT Ahora con esta nueva programación de VIX+ La Liga y Tigo … chilero porque ahora veré a mi Real Madrid y Nada más #FutbolConTigo,Twitter for iPhone
Ragnar,Guatemala,"Se habla de todo y de nada, lo que leas es real y fantasía a la vez. No juzguen solo lean y continúen su camino",False,2022-09-09 14:07:17+00:00,"@Tigo_GT Consulta, la narración de estos partidos será la original o van a poner a los narradores nacionales #ojalaqueno?",Twitter for Android
Carlos Roberto Alvar,"Quetzaltenango,Guatemala,C,A.","Soy casado,5 hijos.deportista,musica romantica.",False,2022-09-09 14:07:17+00:00,@Tigo_GT Real Madrid,Twitter for Android
Javier Lorenzana,,Te das cuenta que eres feliz cuando dejas de preguntarte que hubiera pasado sí.,False,2022-09-09 14:06:02+00:00,@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo @FCBarcelona_es,Twitter for Android
Luis Pedro,Antigua Guatemala,,False,2022-09-09 13:57:46+00:00,@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo @FCBarcelona_es,Twitter for Android
1071,,Eh !!! me esta puteando,False,2022-09-09 13:55:01+00:00,@Ronald_MacKay @Tigo_GT Para la app Tigo irá también ?,Twitter for iPhone
.,,,False,2022-09-09 13:52:02+00:00,@Tigo_GT Vix+ y La Liga están en Tigo #FutbolConTigo Real Madrid Club de Fútbol,Twitter for Android
Aldana Otto,Guatemala,"Persona amigable estudiante,  de buenos principios sincero de muy buen corazon",False,2022-09-09 13:49:34+00:00,@Tigo_GT Vix+ y la Liga están en Tigo #Futbolcontigo Real Madrid 🤗💡,Twitter for iPhone
luiseduardoismatul,,Periodista desde 1996,False,2022-09-09 13:47:36+00:00,@andresNadf @TigoSportsGt @Tigo_GT Después a Q45,Twitter for Android
andrea.,Guatemala,Cuenta VIP. Soy de esa generación que no puede tragar pastillas y le dan miedo las inyecciones. @SANCHEZ_RODASHO🧑🏻‍🍳🤍✨,False,2022-09-09 13:44:03+00:00,@Tigo_GT Vix + y La Liga están en Tigo #FutbolConTigo F.C. Barcelona,Twitter for iPhone
Herbert Osorio,Guatemala,Si ando distraido es por que Mi mente divaga en el espacio. Fan De la #MusicaGt. #Sonrisero.,False,2022-09-09 13:43:40+00:00,@Tigo_GT Vix+ y la Liga están en Tigo #FutbolConTigo Real Madrid.,Twitter for Android
Anthony,Singapur,,False,2022-09-09 13:41:49+00:00,@Tigo_GT V8x+ y La Liga están en Tigo #FutbolConTigo Real Madrid.,Twitter for Android
Andrea,Guatemala,"Auditora por vocación pero sin complicarme la vida, madre de un chipustito maravilloso",False,2022-09-09 13:41:40+00:00,@Tigo_GT Vix+ y la Liga están en Tigo #FutbolConTigo Real Madrid,Twitter for iPhone
Gilberto Castillo,Guatemala,,False,2022-09-09 13:35:41+00:00,@Tigo_GT Vic+ y La Liga con Tigo #FutbolConTigo Real Madrid,Twitter for iPhone
DANY VEGA,,,False,2022-09-09 13:26:46+00:00,@Tigo_GT Vix+ y la liga esta en Tigo #FutbolConTigo FC Barcelona,Twitter Web App
Miguel Angel Reyes (MARC),Panama,"Graduado de Lic. en Administracion de Aviacion, Jugador/fan de DB Legends y pequeño streamer/YouTuber.",False,2022-09-09 13:26:07+00:00,@adreim90 @NetflixLAT @VIX @LaLiga @Tigo_GT En la app de ViX no se ve La Liga. Es en canal de TV de paga!,Twitter for Android
Christopher Sagastume,,👨🏼‍💻📱⌚️☀️🍓🍕🍟🍻🏐🎼✈️🎊🥳,False,2022-09-09 13:13:39+00:00,"@Tigo_GT Ave María (oh-oh)
Te he visto antes, te parece' al amor de mi vida (al amor de mi vida)
Alucinante, me gustaste, ma', ¿quién lo diría?
Eres fresca como la sangría
Un segundo solo bastaría, ah-ah, yeh
#SigueLaMusica 👁👁👁",Twitter for iPhone
Christopher Sagastume,,👨🏼‍💻📱⌚️☀️🍓🍕🍟🍻🏐🎼✈️🎊🥳,False,2022-09-09 13:13:24+00:00,"@Tigo_GT Ave María (oh-oh)
Te he visto antes, te parece' al amor de mi vida (al amor de mi vida)
Alucinante, me gustaste, ma', ¿quién lo diría?
Eres fresca como la sangría
Un segundo solo bastaría, ah-ah, yeh
#SigueLaMusica 💪🏻💪🏻",Twitter for iPhone
